0	0.000126
1	0.000060
2	0.000042
3	0.000060
4	0.000072
5	0.000114
6	0.000174
7	0.000180
8	0.000271
9	0.000427
10	0.000571
11	0.000752
12	0.000667
13	0.000812
14	0.000992
15	0.001010
16	0.001209
17	0.001112
18	0.001335
19	0.001473
20	0.001647
21	0.002201
22	0.002579
23	0.003343
24	0.004040
25	0.004768
26	0.005808
27	0.006884
28	0.007810
29	0.009031
30	0.009758
31	0.010630
32	0.011057
33	0.012235
34	0.013690
35	0.014099
36	0.014616
37	0.015783
38	0.016817
39	0.017617
40	0.019883
41	0.020178
42	0.021513
43	0.021807
44	0.020178
45	0.020827
46	0.019943
47	0.019378
48	0.020298
49	0.020358
50	0.019300
51	0.018657
52	0.016637
53	0.016582
54	0.015428
55	0.016047
56	0.015278
57	0.014821
58	0.012897
59	0.011893
60	0.011267
61	0.010107
62	0.008929
63	0.007937
64	0.007185
65	0.006025
66	0.005706
67	0.004894
68	0.004624
69	0.004419
70	0.004624
71	0.004455
72	0.004275
73	0.004389
74	0.004317
75	0.004263
76	0.003944
77	0.003830
78	0.003511
79	0.003445
80	0.003072
81	0.003048
82	0.002988
83	0.003048
84	0.002778
85	0.003048
86	0.003054
87	0.002730
88	0.002676
89	0.002615
90	0.002880
91	0.002429
92	0.002700
93	0.002597
94	0.002706
95	0.002525
96	0.002423
97	0.002694
98	0.002670
99	0.002802
100	0.002531
101	0.002597
102	0.002658
103	0.002808
104	0.002459
105	0.002549
106	0.002682
107	0.002501
108	0.002784
109	0.002627
110	0.002579
111	0.002531
112	0.002465
113	0.002219
114	0.002333
115	0.002375
116	0.002267
117	0.002381
118	0.002291
119	0.002074
120	0.002092
121	0.001750
122	0.001846
123	0.001984
124	0.002026
125	0.001888
126	0.001990
127	0.001984
128	0.001870
129	0.002068
130	0.002110
131	0.002032
132	0.001990
133	0.002080
134	0.002056
135	0.001990
136	0.002357
137	0.002273
138	0.002152
139	0.002189
140	0.002231
141	0.002369
142	0.002375
143	0.002441
144	0.002243
145	0.002345
146	0.002291
147	0.002146
148	0.002309
149	0.002140
150	0.002195
151	0.002213
152	0.002369
153	0.002213
154	0.002104
155	0.002086
156	0.001864
157	0.001798
158	0.002032
159	0.001888
160	0.001906
161	0.001876
162	0.001834
163	0.001611
164	0.001846
165	0.001792
166	0.002074
167	0.001870
168	0.001996
169	0.001954
170	0.002002
171	0.001996
172	0.001852
173	0.001864
174	0.001888
175	0.001942
176	0.001888
177	0.001714
178	0.001816
179	0.001882
180	0.002068
181	0.001744
182	0.001864
183	0.002092
184	0.002014
185	0.001918
186	0.001870
187	0.002008
188	0.001972
189	0.001762
190	0.002056
191	0.001780
192	0.001816
193	0.001702
194	0.001924
195	0.001900
196	0.001786
197	0.001852
198	0.001882
199	0.001744
200	0.001990
201	0.001840
202	0.001798
203	0.001840
204	0.001828
205	0.002152
206	0.001876
207	0.001834
208	0.002002
209	0.002177
210	0.001677
211	0.001714
212	0.001882
213	0.001768
214	0.001629
215	0.001780
216	0.001864
217	0.001804
218	0.001563
219	0.001563
220	0.001575
221	0.001269
222	0.001395
223	0.001539
224	0.001323
225	0.001227
226	0.001221
227	0.001130
228	0.001221
229	0.001118
230	0.001064
231	0.001022
232	0.001106
233	0.000974
234	0.000709
235	0.000884
236	0.000848
237	0.000601
238	0.000697
239	0.000643
240	0.000697
241	0.000613
242	0.000547
243	0.000541
244	0.000565
245	0.000619
246	0.000457
247	0.000439
248	0.000505
249	0.000325
250	0.000331
251	0.000361
252	0.000216
253	0.000198
254	0.000192
255	0.000391
