0	0.014045
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000559
12	0.000000
13	0.000673
14	0.000000
15	0.000643
16	0.000776
17	0.000000
18	0.000812
19	0.000000
20	0.000944
21	0.000998
22	0.000000
23	0.001004
24	0.000000
25	0.001040
26	0.000920
27	0.000000
28	0.001106
29	0.000000
30	0.001142
31	0.001172
32	0.000000
33	0.001431
34	0.000000
35	0.001659
36	0.002086
37	0.000000
38	0.002261
39	0.000000
40	0.002748
41	0.003235
42	0.000000
43	0.003866
44	0.000000
45	0.004359
46	0.005069
47	0.000000
48	0.005544
49	0.000000
50	0.006025
51	0.007179
52	0.000000
53	0.007221
54	0.000000
55	0.007389
56	0.008117
57	0.000000
58	0.008568
59	0.000000
60	0.009169
61	0.009939
62	0.000000
63	0.011003
64	0.000000
65	0.011033
66	0.012434
67	0.000000
68	0.012861
69	0.000000
70	0.013703
71	0.014538
72	0.000000
73	0.015356
74	0.000000
75	0.015548
76	0.016582
77	0.000000
78	0.017857
79	0.000000
80	0.018663
81	0.018645
82	0.000000
83	0.018837
84	0.000000
85	0.018735
86	0.019336
87	0.000000
88	0.019974
89	0.000000
90	0.020773
91	0.020707
92	0.000000
93	0.020142
94	0.000000
95	0.018867
96	0.018897
97	0.000000
98	0.017178
99	0.000000
100	0.017593
101	0.017322
102	0.000000
103	0.017569
104	0.000000
105	0.016348
106	0.014412
107	0.000000
108	0.012819
109	0.000000
110	0.012927
111	0.012362
112	0.011766
113	0.010594
114	0.009506
115	0.009452
116	0.008405
117	0.008652
118	0.007816
119	0.007804
120	0.007486
121	0.007401
122	0.007215
123	0.006415
124	0.006097
125	0.005014
126	0.004630
127	0.004696
128	0.004209
129	0.004113
130	0.003878
131	0.004076
132	0.003794
133	0.003535
134	0.003692
135	0.003361
136	0.003734
137	0.003656
138	0.003042
139	0.003307
140	0.002940
141	0.002958
142	0.002898
143	0.003060
144	0.003048
145	0.002916
146	0.003048
147	0.003060
148	0.003223
149	0.003301
150	0.003373
151	0.003114
152	0.003295
153	0.003127
154	0.003265
155	0.002994
156	0.003048
157	0.002814
158	0.002724
159	0.002934
160	0.002772
161	0.002375
162	0.002603
163	0.002513
164	0.002369
165	0.002116
166	0.002321
167	0.002315
168	0.002429
169	0.002363
170	0.002183
171	0.002243
172	0.002086
173	0.002008
174	0.002189
175	0.002158
176	0.002044
177	0.002020
178	0.001942
179	0.001912
180	0.002177
181	0.002128
182	0.002104
183	0.002249
184	0.002008
185	0.001954
186	0.001852
187	0.001900
188	0.001840
189	0.001726
190	0.001617
191	0.001575
192	0.001605
193	0.001503
194	0.001599
195	0.001708
196	0.001557
197	0.001786
198	0.001671
199	0.001635
200	0.001659
201	0.001515
202	0.001599
203	0.001293
204	0.001599
205	0.001659
206	0.001533
207	0.001696
208	0.001750
209	0.001611
210	0.001467
211	0.001557
212	0.001503
213	0.001659
214	0.001581
215	0.001702
216	0.001647
217	0.001611
218	0.001708
219	0.001629
220	0.001431
221	0.001563
222	0.001461
223	0.001527
224	0.001551
225	0.001533
226	0.001798
227	0.001990
228	0.001870
229	0.001882
230	0.001924
231	0.002074
232	0.001912
233	0.001996
234	0.001990
235	0.001726
236	0.001828
237	0.001593
238	0.001593
239	0.001389
240	0.001377
241	0.001070
242	0.000914
243	0.000884
244	0.000836
245	0.000722
246	0.000541
247	0.000571
248	0.000457
249	0.000373
250	0.000349
251	0.000301
252	0.000186
253	0.000168
254	0.000180
255	0.000096
